Model Year,Division,Carline,Eng Displ CC,Displacement in CC,# Cyl,Transmission,City FE Combined,Highway FE Combined,City and Highway Mileage,Aspiration,Trans,Trans Desc,# Gears,Lockup Torque Converter,Drive Sys,Drive Desc,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Annual Fuel Cost,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),5 Year Fuel Costs Excess,City CO2,Hwy CO2,Comb CO2 Rounded 
2018,Aston Martin Lagonda Ltd,DB11 V12,5.2,5200,12,Auto(S8),15,21,17,Turbocharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),2450,2450,,2,2,2,Minicompact Cars,car,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,9/7/2017,23856,,N,N,,,N,N,DB11 Base engine spec,Y,Banked deactivation,Y,Inlet and Exhaust Cam Phasing,N,,MFI,Multipoint/sequential fuel injection,N,,N,0W20,N,No,DB11 V12,5500,579,397,497
2018,Aston Martin Lagonda Ltd,DB11 V8,4,4000,8,Auto(S8),18,24,20,Turbocharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),2100,2100,,2,2,2,Minicompact Cars,car,Derived Vehicle Specific 5-cycle Calculation Approach for city label but Modified 5-cycle Calculation Approach for Highway label,9/7/2017,23857,,N,N,,,N,N,DB11 V8 Base engine spec,N,,Y,Inlet and Exhaust Cam Phasing,N,,MFI,Multipoint/sequential fuel injection,N,,N,5W40,N,No,DB11 V8,3750,486,365,431
2018,Aston Martin Lagonda Ltd,"Vanquish, S and Zagato",6,6000,12,Auto(S8),13,21,16,Naturally Aspirated,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),2600,2600,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,4/10/2017,22886,,N,N,,,N,N,V12 Bosch 580HP engine config - Vanquish S & Zagato,N,,Y,Inlet and exhaust cam phasing,N,,MFI,Multipoint/sequential fuel injection,N,,N,0W40,N,No,Vanquish,6250,659,428,555
2018,Aston Martin Lagonda Ltd,Rapide S,6,6000,12,Auto(S8),14,21,17,Naturally Aspirated,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),2450,2450,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,4/10/2017,22787,,N,N,,,N,N,V12 Bosch 552hp engine config - Rapide S standard,N,,Y,Inlet and Exhaust Cam Phasing,N,,MFI,Multipoint/sequential fuel injection,N,,N,0W40,N,No,Rapide S,5500,631,413,533
2018,Mini,COOPER CLUBMAN,1.5,1500,3,Auto(S6),24,32,27,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1550,1550,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22323,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,1000,363,274,323
2018,Mini,COOPER CLUBMAN,1.5,1500,3,Manual(M6),24,34,28,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1500,1500,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22325,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,750,363,264,319
2018,Mini,COOPER HARDTOP 2 DOOR,1.5,1500,3,Auto(S6),27,35,30,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1400,1400,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/20/2017,25432,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,250,331,250,294
2018,Mini,COOPER HARDTOP 2 DOOR,1.5,1500,3,Manual(M6),28,38,32,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1300,1300,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,25433,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,321,234,282
2018,Mini,COOPER HARDTOP 4 DOOR,1.5,1500,3,Auto(S6),27,35,30,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1400,1400,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/20/2017,25434,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,250,331,250,294
2018,Mini,COOPER HARDTOP 4 DOOR,1.5,1500,3,Manual(M6),28,37,32,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1300,1300,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,25435,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,,316,236,280
2018,Mini,COOPER CONVERTIBLE,1.5,1500,3,Auto(S6),27,35,30,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1400,1400,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,7/20/2017,22322,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,250,331,250,294
2018,Mini,COOPER CONVERTIBLE,1.5,1500,3,Manual(M6),28,37,32,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1300,1300,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,7/31/2017,22328,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,,316,236,280
2018,Mini,COOPER COUNTRYMAN,1.5,1500,3,Auto(S6),24,32,27,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1550,1550,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22324,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,1000,363,274,323
2018,Mini,COOPER COUNTRYMAN,1.5,1500,3,Manual(M6),24,34,28,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1500,1500,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22326,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,750,363,264,319
2018,Mini,COOPER CLUBMAN ALL4,1.5,1500,3,Auto(S8),23,31,26,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22441,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,1250,385,288,341
2018,Mini,COOPER CLUBMAN ALL4,1.5,1500,3,Manual(M6),22,32,26,Turbocharged,M,Manual,6,N,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22346,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,1250,399,277,344
2018,Mini,COOPER COUNTRYMAN ALL4,1.5,1500,3,Auto(S8),23,30,25,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1700,1700,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22344,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,1750,387,297,347
2018,Mini,COOPER COUNTRYMAN ALL4,1.5,1500,3,Manual(M6),22,32,26,Turbocharged,M,Manual,6,N,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22345,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,1250,399,277,344
2018,Mini,COOPER S CLUBMAN,2,2000,4,Auto(S8),23,32,27,Turbocharged,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1550,1550,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22055,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,1000,379,274,332
2018,Mini,COOPER S CLUBMAN,2,2000,4,Manual(M6),22,31,25,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1700,1700,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22107,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,1750,400,287,349
2018,Mini,COOPER S HARDTOP 2 DOOR,2,2000,4,Auto(S6),25,32,28,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1500,1500,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,25436,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,750,351,274,316
2018,Mini,COOPER S HARDTOP 2 DOOR,2,2000,4,Manual(M6),23,32,26,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,25437,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,1250,389,276,338
2018,Mini,COOPER S HARDTOP 4 DOOR,2,2000,4,Auto(S6),25,32,28,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1500,1500,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,25438,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,750,351,274,316
2018,Mini,COOPER S HARDTOP 4 DOOR,2,2000,4,Manual(M6),23,32,26,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,25439,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,1250,389,276,338
2018,Mini,COOPER S CONVERTIBLE,2,2000,4,Auto(S6),25,33,28,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1500,1500,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,7/31/2017,22049,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,750,352,270,315
2018,Mini,COOPER S CONVERTIBLE,2,2000,4,Manual(M6),23,32,26,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,7/31/2017,22104,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,N,No,,1250,389,276,338
2018,Mini,COOPER S COUNTRYMAN,2,2000,4,Auto(S8),23,32,27,Turbocharged,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1550,1550,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22054,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,1000,379,274,332
2018,Mini,COOPER S COUNTRYMAN ALL4,2,2000,4,Auto(S8),22,31,26,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,8/1/2017,22348,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,1250,395,287,346
2018,Mini,COOPER S COUNTRYMAN ALL4,2,2000,4,Manual(M6),21,31,24,Turbocharged,M,Manual,6,N,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1750,1750,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22350,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,2000,426,291,365
2018,Mini,COOPER S CLUBMAN ALL4,2,2000,4,Auto(S8),22,31,26,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22347,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,1250,395,286,346
2018,Mini,COOPER S CLUBMAN ALL4,2,2000,4,Manual(M6),21,30,24,Turbocharged,M,Manual,6,N,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1750,1750,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,7/31/2017,22349,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,Y,0W20,Y,Yes,,2000,427,291,366
2018,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2,2000,4,Auto(S8),23,31,26,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,8/1/2017,22401,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,1250,384,284,339
2018,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2,2000,4,Manual(M6),21,31,24,Turbocharged,M,Manual,6,N,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1750,1750,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,8/2/2017,22402,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,2000,430,289,367
2018,Mini,JOHN COOPER WORKS CONVERTIBLE,2,2000,4,Auto(S6),25,33,28,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1500,1500,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,7/31/2017,22050,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,750,352,270,315
2018,Mini,JOHN COOPER WORKS CONVERTIBLE,2,2000,4,Manual(M6),22,31,25,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1700,1700,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,7/31/2017,22108,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1750,400,287,349
2018,Mini,JOHN COOPER WORKS HARDTOP,2,2000,4,Auto(S6),25,32,28,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1500,1500,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,22052,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,750,351,274,316
2018,Mini,JOHN COOPER WORKS HARDTOP,2,2000,4,Manual(M6),23,32,26,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,22106,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,N,No,,1250,389,276,338
2018,Mini,JCW COUNTRYMAN ALL4,2,2000,4,Auto(S8),22,30,25,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1700,1700,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,4/15/2017,21594,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1750,401,296,354
2018,Mini,JCW COUNTRYMAN ALL4,2,2000,4,Manual(M6),20,29,24,Turbocharged,M,Manual,6,N,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1750,1750,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,4/15/2017,21612,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,2000,432,301,373
2018,BMW,X1 xDrive28i,2,2000,4,Auto(S8),22,31,25,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1700,1700,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/31/2017,22127,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1750,403,284,349
2018,BMW,X1 sDrive28i,2,2000,4,Auto(S8),23,32,26,Turbocharged,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",,GP,Gasoline (Premium Unleaded Recommended),1600,1600,SIDI; ,2,2,6,Large Cars,car,Derived 5-cycle label,7/31/2017,22165,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1250,386,275,337
2018,BMW,230i Coupe,2,2000,4,Auto(S8),24,35,28,Turbocharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),1500,1500,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,21515,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,750,369,255,318
2018,BMW,230i Coupe,2,2000,4,Manual(M6),21,32,25,Turbocharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),1700,1700,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,22561,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1750,424,280,360
2018,BMW,230i xDrive Coupe,2,2000,4,Auto(S8),24,33,27,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1550,1550,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,22492,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1000,372,267,325
2018,BMW,230i Convertible,2,2000,4,Auto(S8),24,34,27,Turbocharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),1550,1550,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,21519,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1000,375,261,324
2018,BMW,230i xDrive Convertible,2,2000,4,Auto(S8),23,33,27,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1550,1550,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,7/31/2017,21561,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1000,385,271,333
2018,BMW,M240i Coupe,3,3000,6,Auto(S8),21,30,24,Turbocharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),1750,1750,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,8/1/2017,22186,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,2000,417,294,362
2018,BMW,M240i Coupe,3,3000,6,Manual(M6),19,28,22,Turbocharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),1900,1900,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,8/1/2017,22254,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,2750,471,315,401
2018,BMW,M240i xDrive Coupe,3,3000,6,Auto(S8),21,30,24,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1750,1750,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,8/1/2017,22256,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,2000,422,294,365
2018,BMW,M240i Convertible,3,3000,6,Auto(S8),21,30,24,Turbocharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),1750,1750,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,8/1/2017,22187,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,2000,417,294,362
2018,BMW,M240i Convertible,3,3000,6,Manual(M6),18,27,22,Turbocharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",,GP,Gasoline (Premium Unleaded Recommended),1900,1900,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,8/1/2017,22253,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,2750,480,327,411
2018,BMW,M240i xDrive Convertible,3,3000,6,Auto(S8),21,30,24,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1750,1750,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,8/1/2017,22255,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,2000,422,294,365
2018,BMW,X2 xDrive28i,2,2000,4,Auto(S8),21,31,25,Turbocharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,,GP,Gasoline (Premium Unleaded Recommended),1700,1700,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,2/1/2018,23196,,Y,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,GDI,Spark Ignition Direct Injection,,,N,0W20,Y,Yes,,1750,412,290,357
